pointer,field,chars,text_digest
/components/schemas/CreateThreadRequest/properties/tool_resources/properties/file_search/properties/vector_stores/items/properties/chunking_strategy/oneOf/1/properties/static/properties/max_chunk_size_tokens/description,description,131,sha256-1752b8b3225de34dbaedcf9961f48ab1b707a7e2a8e45c6590088974c5e98dc2
/components/schemas/CreateThreadRequest/properties/tool_resources/properties/file_search/properties/vector_stores/items/properties/chunking_strategy/oneOf/1/properties/type/description,description,16,sha256-ea10d26ce67536a599ed1d32401c7f55e1e9a6c8dede34feea9441dae36a4fc3
/components/schemas/CreateThreadRequest/properties/tool_resources/properties/file_search/properties/vector_stores/items/properties/file_ids/description,description,160,sha256-d593e62f8bf5b367112651ef5b75ac12b2a667445c1f064dcb5ea28826bdcad2
/components/schemas/CreateThreadRequest/properties/tool_resources/properties/file_search/properties/vector_stores/items/properties/metadata/description,description,262,sha256-a373cd2c53cdcec094735881ec69bf696c3b605e469785aab20d9228473194b6
/components/schemas/CreateTranscriptionRequest/properties/file/description,description,130,sha256-62bc5df1bfc3c27dd17bd96c173694dd5f8d93029d3e9a57b14c99bffba07627
/components/schemas/CreateTranscriptionRequest/properties/language/description,description,174,sha256-204223ca1c7a5564b31ba75f12550227d751101038869998db506605a9f36121
/components/schemas/CreateTranscriptionRequest/properties/model/description,description,104,sha256-3449cfeb52f25b1674d144f6bbd070d92edf2ddb0656619fd0fabd52323196ba
/components/schemas/CreateTranscriptionRequest/properties/model/example,example,9,sha256-c6047764ba07c9c5a32d8226025afbce8a828bcefd300a85cdd19bc64cdd472f
/components/schemas/CreateTranscriptionRequest/properties/prompt/description,description,194,sha256-6ed225f49ef7457cce5b00363e06d97613834cc69be9f485f2fc5e69d54d458e
/components/schemas/CreateTranscriptionRequest/properties/response_format/description,description,111,sha256-5ec5d9186a4b26ef9e0a0853680ed27513e2d61e2581e45582c3abbcfda96384
/components/schemas/CreateTranscriptionRequest/properties/temperature/description,description,346,sha256-7e544fbd68c948ff327fbdfa7862bf7496e7d2beb6a8cbd912f3c5f17cb1653a
/components/schemas/CreateTranscriptionRequest/properties/timestamp_granularities[]/description,description,329,sha256-cfb7db023096a877a929fd548fb311f5b6e2de03ad71998c66d97f7bc3a9d122
/components/schemas/CreateTranscriptionResponseJson/description,description,83,sha256-79bc0b353e94a5d046058c3e787b8f5a4ce5efdeadc63d59169a266f831a95da
/components/schemas/CreateTranscriptionResponseJson/properties/text/description,description,21,sha256-0311f5d6e552f797893daf6e9ff34564b48857fff81faa9440e5fb32154a4163
/components/schemas/CreateTranscriptionResponseVerboseJson/description,description,96,sha256-bf2773ce7098d3f29c1e86af4758d34aec44fcae353fc01ca4058cbd759fbfe2
/components/schemas/CreateTranscriptionResponseVerboseJson/properties/duration/description,description,32,sha256-68480fcae82f3ff0b79966763aa3590516fe1979aa21943fea4848bf9ebb4440
/components/schemas/CreateTranscriptionResponseVerboseJson/properties/language/description,description,32,sha256-50b97d7efa80e60e79db6539e33880830fcdfc2acfb97056d869dbf496627528
/components/schemas/CreateTranscriptionResponseVerboseJson/properties/segments/description,description,65,sha256-c166e998fe6ea0b1dfa7be53f09d4b6a9d43b4cc2bc3a0d29b6a80380e6e030a
/components/schemas/CreateTranscriptionResponseVerboseJson/properties/text/description,description,21,sha256-0311f5d6e552f797893daf6e9ff34564b48857fff81faa9440e5fb32154a4163
/components/schemas/CreateTranscriptionResponseVerboseJson/properties/words/description,description,51,sha256-d5a215090642aa1808c18bdbce642b67604251e69b92b02806d740194e7c54b2
/components/schemas/CreateTranslationRequest/properties/file/description,description,126,sha256-60c0a4c347b0512a7706869428439f56dc960e968361cb13285574fa4efc145a
/components/schemas/CreateTranslationRequest/properties/model/description,description,104,sha256-3449cfeb52f25b1674d144f6bbd070d92edf2ddb0656619fd0fabd52323196ba
/components/schemas/CreateTranslationRequest/properties/model/example,example,9,sha256-c6047764ba07c9c5a32d8226025afbce8a828bcefd300a85cdd19bc64cdd472f
/components/schemas/CreateTranslationRequest/properties/prompt/description,description,183,sha256-f55df1bd07d5b4d7cd2522ae4ac8f4bb98da5f89e73b0e7dcff5662a7adcdf7e
/components/schemas/CreateTranslationRequest/properties/response_format/description,description,111,sha256-5ec5d9186a4b26ef9e0a0853680ed27513e2d61e2581e45582c3abbcfda96384
/components/schemas/CreateTranslationRequest/properties/temperature/description,description,346,sha256-7e544fbd68c948ff327fbdfa7862bf7496e7d2beb6a8cbd912f3c5f17cb1653a
/components/schemas/CreateTranslationResponseVerboseJson/properties/duration/description,description,32,sha256-68480fcae82f3ff0b79966763aa3590516fe1979aa21943fea4848bf9ebb4440
/components/schemas/CreateTranslationResponseVerboseJson/properties/language/description,description,58,sha256-fb6fb94ad1a06ac00f9cc6ece6d17b8e7b935d14a3500804317416c6acbcd982
/components/schemas/CreateTranslationResponseVerboseJson/properties/segments/description,description,64,sha256-1b4f99cf7f6d9dce774e80f21215f5beca41e703aad6d8c5c86a3b75a69a2322
/components/schemas/CreateTranslationResponseVerboseJson/properties/text/description,description,20,sha256-92d5654db44dc7df4c1a26f4b74e4a5a0df376c0ae3cf66f2fc868193c130200
/components/schemas/CreateUsageLimitsPolicyRequest/properties/alert_threshold/description,description,66,sha256-ac5f6072cbcfa71cc1ad865cca5579ccecd9b83ab2e037a46b9f1aac204fe8f2
/components/schemas/CreateUsageLimitsPolicyRequest/properties/conditions/description,description,68,sha256-32dc6ac1dffa1252e427b4f189d4510fdd0d649aaf5b9e1d576ed635a54db999
/components/schemas/CreateUsageLimitsPolicyRequest/properties/credit_limit/description,description,21,sha256-8ebaf85f639e66c25a72e02e1d44010633ae21cd9d99d60411909ef95d657e79
/components/schemas/CreateUsageLimitsPolicyRequest/properties/group_by/description,description,60,sha256-5dba57cb9a56d5f5d5655edc1e461df1299396ebfc3a2bd3619149f9e14f5c46
/components/schemas/CreateUsageLimitsPolicyRequest/properties/name/description,description,11,sha256-001caacdfd66f0193360e0f9bb80df260c55a4b54513b334b90ef555b6bbb742
/components/schemas/CreateUsageLimitsPolicyRequest/properties/name/example,example,18,sha256-d0cbd80db3088044cc653112829d726c31f5f272a62829bf93b42a2c76e389dc
/components/schemas/CreateUsageLimitsPolicyRequest/properties/organisation_id/description,description,62,sha256-fea7107b8026dcc712be612fa2f5be3130642088225fc862a3f3ea79596ee99a
/components/schemas/CreateUsageLimitsPolicyRequest/properties/periodic_reset/description,description,51,sha256-0881c735e1e4e92cb01b29fd8dda9db0fecf7b6cee09425fe6a06e209bb476d1
/components/schemas/CreateUsageLimitsPolicyRequest/properties/type/description,description,11,sha256-5e4623659cf48ffbba9857d9f2048693f1eb2c48db64a1518459dc4467349be6
/components/schemas/CreateUsageLimitsPolicyRequest/properties/workspace_id/description,description,67,sha256-85cb26dd2a149b6607b411f5707e419a3f1fd8f238075979eb84efdcee2a6f3c
/components/schemas/CreateVectorStoreFileBatchRequest/properties/file_ids/description,description,167,sha256-41d2edd992e6612059c465f11684646334529e88362ba2f78fd961a6d6ee8ca9
/components/schemas/CreateVectorStoreFileRequest/properties/file_id/description,description,158,sha256-40ea2fa26ea7b6624595aa19460753992604af651b1f81a80b47e7d6800e0784
/components/schemas/CreateVectorStoreRequest/properties/chunking_strategy/description,description,134,sha256-7fd0dbef2bf65c8715db78b70a6f3efab95e774537605959f5e47343d5b0899e
/components/schemas/CreateVectorStoreRequest/properties/file_ids/description,description,167,sha256-41d2edd992e6612059c465f11684646334529e88362ba2f78fd961a6d6ee8ca9
/components/schemas/CreateVectorStoreRequest/properties/metadata/description,description,251,sha256-aadc6b3206c81bd0e8d27ed365f2f94d919dccadd091177eb85e60996bf76904
/components/schemas/CreateVectorStoreRequest/properties/name/description,description,29,sha256-c05e13965d43c9188f529c4e74b3d98644db766ed4a7648d860d466a1f6869ff
/components/schemas/CustomHostConfiguration/properties/custom_headers/description,description,106,sha256-92fc74696c73b8e93c9bac26650530bf9e2cd743963acb6385195bb3a645aef0
/components/schemas/CustomHostConfiguration/properties/custom_host/description,description,85,sha256-4b3fae0b59ae632a1b9fa634e55d02946f481b5d91a9ab53b480607e28ee50b6
/components/schemas/DeploymentAuthSettings/properties/disable_portkey_gateway/description,description,43,sha256-52974250ce2e10b5dbe9d7ed1d7f66d7f81c7bdf3eb55d8fd8685b736c35a76f
/components/schemas/DeploymentAuthSettings/properties/gateway_base_url/description,description,78,sha256-0d415580c13691f9696a4d353c16a632ec36c1ccde4c47035f804a7f708a88ec
/components/schemas/DeploymentAuthSettings/properties/jwt_sub_workspace_mapping/description,description,97,sha256-3b5936872a7a0d433c9820ce2bc6513189c43141d3c6dbf57b83147afef5a0a6
/components/schemas/DeploymentAuthSettings/properties/use_private_link_proxy/description,description,79,sha256-79c666fa4c037c992c6b05b5f1a6a03a76912e5a8ea5c6c059beaab86fb16b16
/components/schemas/DeploymentAuthSettings/properties/workspaces_allowed/description,description,70,sha256-f554483e0f93f0a73e92047f4c34f24b567742547204d9bf682b7ada38e04942
/components/schemas/DeploymentAuthSettingsInput/properties/gateway_base_url/description,description,78,sha256-0d415580c13691f9696a4d353c16a632ec36c1ccde4c47035f804a7f708a88ec
/components/schemas/DeploymentAuthSettingsInput/properties/jwt_sub_workspace_mapping/description,description,97,sha256-3b5936872a7a0d433c9820ce2bc6513189c43141d3c6dbf57b83147afef5a0a6
/components/schemas/DeploymentAuthSettingsInput/properties/workspaces_allowed/description,description,70,sha256-f554483e0f93f0a73e92047f4c34f24b567742547204d9bf682b7ada38e04942
/components/schemas/DeploymentCreateResponse/properties/client_auth/description,description,84,sha256-32ee8975344a466f6d232e560e78326d989c2cfe5fb174ef4ba202ed2e4e5ccb
/components/schemas/DeploymentCreateResponse/properties/credentials/description,description,71,sha256-4816c20b130a7adaa60e52e8af0c07797009996a2d9741f87b62bd340146ed8a
/components/schemas/DeploymentDetailResponse/allOf/1/properties/auth_settings/description,description,141,sha256-bdc68f95aaff64162ddfc0df60aa02f900e33460066674fe309c167699d67395
/components/schemas/DeploymentDetailResponse/allOf/1/properties/client_auth/description,description,69,sha256-7e1b8c0bbde40ae2f8718c7fe3e8b8c971892a1c9eb7658d62a6d71c1e82edcb
/components/schemas/DeploymentDetailResponse/allOf/1/properties/credentials/description,description,13,sha256-413d8f501b8e6b86dbc08c9f984f35bb5f24bae0a90867fda72cd752f336ccb5
/components/schemas/DeploymentListItem/properties/connection_status/description,description,95,sha256-fb3cd6667ab8c99c15a8df00a82f18fef15fc5e0b5a210ab1751438b76ffc2d4
/components/schemas/DeploymentPingResponse/properties/outbound/properties/version/description,description,40,sha256-645ad5c33308e449b73aae7f8ab366642d2289b1ddb8f28af8ba30ed12dd8545
/components/schemas/DeploymentPingResponse/properties/status/description,description,51,sha256-6abf2fcf7ed78b71a72433a0abcda475c82c2edf1cc94f422c5573c877a9d51b
/components/schemas/DeploymentTags/description,description,197,sha256-c0f999bab7516684d8d829d0d88e50a6a0d95756f0d63355eae698502ab2e175
/components/schemas/DeploymentTags/example,example,45,sha256-47153f0a5f160865ab9027a98f17874aa5fee6cf77b4215d1298dee23802615c
/components/schemas/DoneEvent/description,description,26,sha256-f1830512930665d053eca298d8d79323c96436dd38ae8d1ae18b79ee8305b5b2
/components/schemas/DoneEvent/x-code-samples,x-code-samples,38,sha256-6eac238ab489b5dc9e6f162fd2734baaac8ee347d95fdd4657e811bcd140378a
/components/schemas/DoubleClick/description,description,23,sha256-bcd59681d8da71b286d006b6c04703fa99f64c8f55964f3114177d45812f24f8
/components/schemas/DoubleClick/properties/type/description,description,101,sha256-d4df0bc06bfea23d3eac9e114137d1218afe31c799bf66c837308be01ac3ef96
/components/schemas/DoubleClick/properties/x/description,description,50,sha256-a8c557348acd29fd522e0a6603e3a771c0942c5dada53c2505b766a13413bb1c
/components/schemas/DoubleClick/properties/y/description,description,50,sha256-d6797829ddb093a754514ac9a4fe08303a154fa772e4c726a1631e76c40b192a
/components/schemas/DownloadLogsResponse/properties/signed_url/description,description,50,sha256-c5f9176dbb0765637cb14bddcbe45bc37d946e36d0b7b0b3c84c9a789047cdfd
/components/schemas/Drag/description,description,15,sha256-467306ac08aabd8ba02ac3073ee730d3544afa79f5fba038ca68e01a1e21c567
/components/schemas/Drag/properties/path/description,description,172,sha256-882c70b599a97cf3651bd4f72e65487956a5dd15c8c2f24142aead1875b3bdc1
/components/schemas/Drag/properties/path/items/description,description,51,sha256-9ec7de82466d4864b00bcc8bbae7137e15b5fa7e8c781976dc7d1f16e1d3151d
/components/schemas/Drag/properties/type/description,description,85,sha256-da13bda195fad686c289b85b588244523109ab6cd534eecc7ae2b22eaca693e9
/components/schemas/EasyInputMessage/description,description,314,sha256-7db749d9fab7d3c4dd15a751889a98cc1cbb6cb601270b449e8a131b00b3a0ce
/components/schemas/EasyInputMessage/properties/content/description,description,118,sha256-2d9878df6b54e7d6d5f45ad3fd37ccab8c9b0c4a049f3c53e8d3812d8d00734e
/components/schemas/EasyInputMessage/properties/content/oneOf/0/description,description,27,sha256-df5bc3f5b3a380599e0f62d648ca0bc3d2ee421990559fb5cbb6dbd5eff7eff8
/components/schemas/EasyInputMessage/properties/role/description,description,85,sha256-d643460ec4ff7883bed43c1f9973213b3a88461fed1ad2351076f788df64e4dd
/components/schemas/EasyInputMessage/properties/type/description,description,49,sha256-61c119606a29a3dbb5370bd839cd311a84d1930f4e5108ed0fa8a54be7853753
/components/schemas/Embedding/description,description,63,sha256-07c65a1ff63765c906cf5b3c8a555654599bafee500ae39a4ea9a8d76bbe6740
/components/schemas/Embedding/properties/embedding/description,description,179,sha256-b2c86b056ae7ac74ec08d91b22dac6c70bea2e89c0c04a004b82de5a7add1496
/components/schemas/Embedding/properties/index/description,description,53,sha256-96c144181c5042750d0fed1f9de28aa8c16b93e778d8e1e79aeb7e167eda0edd
/components/schemas/Embedding/properties/object/description,description,45,sha256-3445567b1ee9e552b7af6b2778c65bd313a695cda979c75d9517c2a36f45dfcd
/components/schemas/Embedding/x-code-samples,x-code-samples,227,sha256-f4d62365e08b0427aab3103d09023fce005178089c656c037bdf77abddbcd59d
/components/schemas/EndsWithParameters/properties/not/description,description,37,sha256-c2cbdfe359335d7beec75e2a2b737343c52eb675fb68e74c6930844d8e6fbdc3
/components/schemas/EndsWithParameters/properties/suffix/description,description,19,sha256-60b08a6c95b8f89740141667c4185a1119d79d0919e13c7d853b8b02fd4320c6
/components/schemas/ErrorEvent/description,description,156,sha256-466492eeaeb177b6e3dd7f0441b7a183d5b9ad39a8c455f316c739881d4e1194
/components/schemas/ErrorEvent/x-code-samples,x-code-samples,104,sha256-4f82b8039e488aca47c69b81122376445686f25393164bd1515b6d9a6a0d16b6
/components/schemas/ExportTaskResponse/properties/message/description,description,50,sha256-568f5e0ff941f48448cc629d523a4b5b9f6c6c61dd12f5b8cc8b7f10d6f567f9
/components/schemas/ExportTaskResponse/properties/object/description,description,22,sha256-d7419e0f2cb441d556c98a18fec6488d71f222bd240d8e00b92c495f6905af4b
/components/schemas/FeedbackRequest/properties/metadata/description,description,37,sha256-ea4f542376dc679989ec6783c1109032f937e1b6c0b2c9b6f804639efcc5a13f
/components/schemas/FeedbackRequest/properties/trace_id/description,description,40,sha256-aa7c293c7332767af3e88a009cb73edcac028ced0d02bc64fe80c4fd304c53cf
/components/schemas/FeedbackRequest/properties/value/description,description,46,sha256-366897cab03ed23155d0ee1c4151d0f8eb7183e2701d61a64aaed3820c73b174
/components/schemas/FeedbackRequest/properties/weight/description,description,64,sha256-5f9bb41ad1a82d5aa9db1ca52828b1a59834ed55ace5cf55c339bb0cf2a00dbb
/components/schemas/FeedbackResponse/properties/feedback_ids/description,description,60,sha256-b7b162da05e8dd551540393bd867582d5a45ba07b7bd2199ae5123207ffce768
/components/schemas/FeedbackResponse/properties/message/description,description,63,sha256-870758381c53fc625ed9ecbc6856a1abdffb16c34e568a008251a04cc85999b6
/components/schemas/FeedbackResponse/properties/status/description,description,18,sha256-7b5e3fc1b42cad402e0e7e447f658b96f343f157eb6d2196ca37b43cef5c981b
/components/schemas/FeedbackUpdateRequest/properties/metadata/description,description,37,sha256-ea4f542376dc679989ec6783c1109032f937e1b6c0b2c9b6f804639efcc5a13f
/components/schemas/FeedbackUpdateRequest/properties/value/description,description,46,sha256-366897cab03ed23155d0ee1c4151d0f8eb7183e2701d61a64aaed3820c73b174
/components/schemas/FeedbackUpdateRequest/properties/weight/description,description,64,sha256-5f9bb41ad1a82d5aa9db1ca52828b1a59834ed55ace5cf55c339bb0cf2a00dbb
/components/schemas/FileCitation/description,description,22,sha256-184702f8bb0caeb511f28284fd51b52e71eca1e67660ab0b6d2fc0a7efc0f248
/components/schemas/FileCitation/properties/file_id/description,description,20,sha256-b938e8fb63fc0b7b9fd75bbfae8f830c974f1f88913b12f2ee469047e82323b0
/components/schemas/FileCitation/properties/index/description,description,44,sha256-fd2f9caadb17255660ff9cde27492df994ed6dbbb1647fe65b21e03f95643302
/components/schemas/FileCitation/properties/type/description,description,55,sha256-db8f0cca85b76727da2bf237a1ea283fe29d7a542bca611bab14dece99d0d438
/components/schemas/FilePath/description,description,18,sha256-43fb4384a37aa301d3eca2af96e7e5b970b2b3216b8224c820b7445ade9ebb86
/components/schemas/FilePath/properties/file_id/description,description,20,sha256-b938e8fb63fc0b7b9fd75bbfae8f830c974f1f88913b12f2ee469047e82323b0
/components/schemas/FilePath/properties/index/description,description,44,sha256-fd2f9caadb17255660ff9cde27492df994ed6dbbb1647fe65b21e03f95643302
/components/schemas/FilePath/properties/type/description,description,47,sha256-68031b215bde4b940a4c9edadcdd0deeae372471752f8f30dbbedfa2d160e206
/components/schemas/FileSearchTool/description,description,136,sha256-0008c8f80ec7f7df511c2c08bd900708f90e2b2c982d60955204f884d4863dd9
/components/schemas/FileSearchTool/properties/filters/description,description,43,sha256-280a9f2b7a08526eadc274b2c9c8712c3918bb6d3c1bca9f3e4c8068896c42c2
/components/schemas/FileSearchTool/properties/max_num_results/description,description,92,sha256-49da89107a9021268fc42bdc220f8bac1de5c85c82b3c6ab09785e2b3215e66f
/components/schemas/FileSearchTool/properties/ranking_options/description,description,27,sha256-cb27b115b2b79bfd35ec7eedb9af8dcf4385e3864b3c1a03047520e02262e66a
/components/schemas/FileSearchTool/properties/ranking_options/properties/ranker/description,description,38,sha256-da1f0db88bdb58b602dc69f4794e4d8b1a1acd74c71e185c8be61945b623fee5
/components/schemas/FileSearchTool/properties/ranking_options/properties/score_threshold/description,description,172,sha256-12af076d8dd8b4aa36a10c7e5681b0437a6333838572a95cd505dd5c881605f4
/components/schemas/FileSearchTool/properties/type/description,description,56,sha256-50c33f74159b34e106da6edaa0df8ca069609dfd70550e34ad4829a4a9ba3335
/components/schemas/FileSearchTool/properties/vector_store_ids/description,description,40,sha256-cd8ba55334a6863d9604f124989cb2b52b74ee38cee25304fac491afed6630bc
/components/schemas/FileSearchToolCall/description,description,123,sha256-bfb456c6d2fdf3665891f44f5fddad4dc80972c4cc18d0537e8299c91d3ee0db
/components/schemas/FileSearchToolCall/properties/id/description,description,44,sha256-c82f7934c7805868be92fd2836082bb9a06d06e9c9de4e3b98aa2969af484a11
/components/schemas/FileSearchToolCall/properties/queries/description,description,38,sha256-835960622c0eba38a44758ed5324377bd209dbe9e6e75a1ac99ab17a7b9170e1
/components/schemas/FileSearchToolCall/properties/results/description,description,42,sha256-3db73b84aaf2113254c3adb6d6c11bf39dca98045f73380b0383309f8624a865
/components/schemas/FileSearchToolCall/properties/results/items/properties/file_id/description,description,27,sha256-4c17f5c4ec52b6df08c01146e07934de5e902671b99f406a7dd766f42c58f72e
/components/schemas/FileSearchToolCall/properties/results/items/properties/filename/description,description,22,sha256-2172450427ef7fd68e7d1b99f53172d9489f9a240fac2468b55556f054147938
/components/schemas/FileSearchToolCall/properties/results/items/properties/score/description,description,59,sha256-f3fa221ade982530be80171aa8902617dc46e5d58ec7f6a29ed3a1613bccf225
/components/schemas/FileSearchToolCall/properties/results/items/properties/text/description,description,43,sha256-e3842e23d59255337322b71c2821af33f7c4cbb73fd7a7eb23fc7d3b4e5cb3f4
/components/schemas/FileSearchToolCall/properties/status/description,description,103,sha256-9b724f021a281fa044b8f5aeb68dad8aec24d8abe294003c6470a049a009b631
/components/schemas/FileSearchToolCall/properties/type/description,description,66,sha256-59ab7e3d043d78be3daf14178ff8194baa26a77b89f3083ceaddb40010a52ebe
/components/schemas/FineTuneChatCompletionRequestAssistantMessage/properties/content/description,description,85,sha256-2f618f4c4c78d40a4fda9c43a6c2741492c4ef1be828f39fac0dc29cc18580c0
/components/schemas/FineTuneChatCompletionRequestAssistantMessage/properties/function_call/description,description,86,sha256-18922c924600cb985cc7b468d959cdf419b24b7b735f4e41796e84304e9444fc
/components/schemas/FineTuneChatCompletionRequestAssistantMessage/properties/function_call/properties/arguments/description,description,273,sha256-8f0e3275940e6fd677223214bde1d4c0afe1e6a04418db6a468d6dd449751de3
/components/schemas/FineTuneChatCompletionRequestAssistantMessage/properties/function_call/properties/name/description,description,33,sha256-5071f76f1de6ec37b0a6a97231e43974714b6432e8a3558a2da29e265c2a6b20
/components/schemas/FineTuneChatCompletionRequestAssistantMessage/properties/name/description,description,124,sha256-f0d227d163aa29c7ed093d51f7c1b2eef68eb5f25d10ee6e8dc3abb3c855a4fb
/components/schemas/FineTuneChatCompletionRequestAssistantMessage/properties/role/description,description,58,sha256-02aab066b22c1489fcb6581dc5a768b73aa135a04ce8ae570bad0c4d9a857ab5
/components/schemas/FineTuneChatCompletionRequestAssistantMessage/properties/weight/description,description,66,sha256-4c99f163c362273861b930966c2fadd78829e4ab4138c32eb469d28435c2c171
/components/schemas/FineTuningIntegration/properties/type/description,description,65,sha256-a08db03d9657a8d77aae1eb0970b4d068e9e4f9a72d740f48cf8f87cedd0ce97
/components/schemas/FineTuningIntegration/properties/wandb/description,description,288,sha256-8ff066f709bebe1ab487c1505276e8170ee0a28243007e909e0a1b1a3a0f38a9
/components/schemas/FineTuningIntegration/properties/wandb/properties/entity/description,description,211,sha256-ab75d5eaf2f997d80f5f93132467010916f2d699ce1df8ead4f9682c62f8e4e8
/components/schemas/FineTuningIntegration/properties/wandb/properties/name/description,description,83,sha256-47b6eb209aaa33110d95ab1a20f15de07e51f6bd6fc0ecbf692b95c958b80145
/components/schemas/FineTuningIntegration/properties/wandb/properties/project/description,description,64,sha256-345523a0d98aa6b40b760976533f410684f5e3668301e3722b1a39d985f7a4f8
/components/schemas/FineTuningIntegration/properties/wandb/properties/project/example,example,16,sha256-cf3026a2d30d854821c35af12bb289ecb7ca063b61281bc350ae8aabde3d8a90
/components/schemas/FineTuningIntegration/properties/wandb/properties/tags/description,description,215,sha256-22d479ca4f3701ed3b6af02d211e2499f946a18a8c88efbc91ad793329591cce
/components/schemas/FineTuningIntegration/properties/wandb/properties/tags/items/example,example,10,sha256-96ff945ee4793d147e518035c60a874294b67b023c0fcbdd37f424ac5e1171ee
/components/schemas/FineTuningJob/description,description,97,sha256-761d59ff4ec7af55b04b019c5087a59349a606fa15f396604d046457c7a5871e
/components/schemas/FineTuningJob/properties/created_at/description,description,73,sha256-551bfcfa9ce92ec370421fa9ec8db0961223522c676b82e5262fb5a6ab599a66
/components/schemas/FineTuningJob/properties/error/description,description,104,sha256-afff8d6d787ca27013bb3f118435d141ef3f44125fd574a39d57f7350f502dd7
/components/schemas/FineTuningJob/properties/error/properties/code/description,description,30,sha256-464a2e5a217382713c35039164a773e0622ca26bd00e2d6e0cea271aac426df9
/components/schemas/FineTuningJob/properties/error/properties/message/description,description,31,sha256-81ef68204ba40b16839a78b6f5809dcff8194f76429111d3f63dae4fa36af999
/components/schemas/FineTuningJob/properties/error/properties/param/description,description,144,sha256-db789ca7bbe2688ebde6b4c0e0c269db4692f7d134338f07ce5fa6bde09f3943
/components/schemas/FineTuningJob/properties/estimated_finish/description,description,146,sha256-8cdc6f9c30801798ba5648dd01db44cca5fee6408fceb3f4cf0506a5987c5ccb
/components/schemas/FineTuningJob/properties/fine_tuned_model/description,description,119,sha256-f993d2cef420f51739a4b8ae7e10fa58c1642d0dc2d6f6b14e5524d139c9c301
/components/schemas/FineTuningJob/properties/finished_at/description,description,138,sha256-27c76d15700f26b4e27e565e14457c78e2c54d4de8f5c9fc82691e02fa8cbe8d
/components/schemas/FineTuningJob/properties/hyperparameters/description,description,148,sha256-50a4d7187694644a1a2bec3b8fd499832b56a3c52fac9fea2629e96d8c18cebf
/components/schemas/FineTuningJob/properties/hyperparameters/properties/n_epochs/description,description,265,sha256-e3bade06703798fb80f8e7eb447edc1d4dcf88b0eb634ed8199e0e10078ef333
/components/schemas/FineTuningJob/properties/id/description,description,68,sha256-c6ea88b9973d1229d140ef512684e24e43a01d279c1b5b0d5a625e84104c4da3
/components/schemas/FineTuningJob/properties/integrations/description,description,58,sha256-16b58db07a006dfb274d42650381c95546666c7d28d6846eb0547cc8975c10c3
/components/schemas/FineTuningJob/properties/model/description,description,40,sha256-fc581a076de8836c90af71ced252f572af322f565c9202e9eea0ae20ce0da8d1
/components/schemas/FineTuningJob/properties/object/description,description,51,sha256-b074744628473bb40c800911a01b422e9c75f92e1dc33f7b171ce0f3e6ce4088
/components/schemas/FineTuningJob/properties/organization_id/description,description,47,sha256-1cca51d8ff701794609e15e07bf263a31241b728d7faeb8bd7187e5d37a01893
/components/schemas/FineTuningJob/properties/result_files/description,description,179,sha256-3ffdc947fec3d79b6b9918e0b30925dc80b168d963b26a4511d3e7805c1a1b2e
/components/schemas/FineTuningJob/properties/result_files/items/example,example,11,sha256-f09b16f67bedec43fc0a43db996a408a723bbbf3a4aff4b60f795a863ff34fa2
/components/schemas/FineTuningJob/properties/seed/description,description,38,sha256-1cea3eebfedf2a30ade528da826dbcf75e06c6ed86a68d5b4865c9aa4ca085bc
/components/schemas/FineTuningJob/properties/status/description,description,142,sha256-fe14bac94d565bbe11f0325be79fc7992e42b458ab926323591a96ba09e63303
/components/schemas/FineTuningJob/properties/trained_tokens/description,description,134,sha256-0165d2afa2f7af86e2bc01e0c7a90b3b59d70772643ee39e7721ccd59851fe60
/components/schemas/FineTuningJob/properties/training_file/description,description,159,sha256-82fcce9e1cb43d1c0e38778a529618ee9525cc7f0cdce853f710e0c9b2b72767
/components/schemas/FineTuningJob/properties/validation_file/description,description,166,sha256-f2b72fe1e42603dcb89c9f33ae21ec93abd30b327cb9588382f5a12a33441c3f
/components/schemas/FineTuningJobCheckpoint/description,description,114,sha256-6d601a29dc32a9848e582d7b63042c3ab463ce57f5fae02868da958def2a2b2d
/components/schemas/FineTuningJobCheckpoint/properties/created_at/description,description,68,sha256-b4c8d33fa4137ca24bdc7e84e035e8999c2d705329f178ac6ebd621f4576e647
/components/schemas/FineTuningJobCheckpoint/properties/fine_tuned_model_checkpoint/description,description,60,sha256-3931e7fa5181a6bf2e63d27ddb13ecca01680bc5ba85c93da6ba426d129cd9dd
/components/schemas/FineTuningJobCheckpoint/properties/fine_tuning_job_id/description,description,70,sha256-3254feeb13595a4b32f0f3c683802ec329426a05e5d11f2c1b8b860a0e33532d
/components/schemas/FineTuningJobCheckpoint/properties/id/description,description,72,sha256-cda354fc83774ae713d5e34d0ec72603a81fe87699eb2d3e77ca25b32f74e4ae
/components/schemas/FineTuningJobCheckpoint/properties/metrics/description,description,54,sha256-cc43b482423aee2c3cfef375c1dc23c9e8712621fa9be334c81556ce9cad7ce2
/components/schemas/FineTuningJobCheckpoint/properties/object/description,description,62,sha256-36ec4f8b50023bbfccc68779715063c33bec0c874829f09e606572997a529a5f
/components/schemas/FineTuningJobCheckpoint/properties/step_number/description,description,51,sha256-fd8dcaad0fab37a6fac293ba3f4d6e496ebc7147305653a07a054c58c69ea20c
